std_name,product_id,period,sku_raw,price,raw_val
New Lenovo Xiaoxin Pad Pro 12.7 2nd 2025 Tablet Dimensity 8300 2.9k Resolution 144Hz Refresh Rate WIFI 10200mAh WIFI Android,1005009472245180,11月,Std Edition 8G 128G,136.96,$136.96
레노버 요가 패드 프로 12.7 12GB 256GB 태블릿 스냅드래곤 8 Gen 3 12.7인치 144Hz LCD 화면 10200mAh 68W 충전 안드로이드 와이파이 탭,1005009604407877,11月,12 256 Blue | pad,235.3,$235.30
YOGA Tab Pen Pro Stylus Magnetic for Lenovo Yoga Tab Plus YOGA Pad Pro Xiaoxin Tablet Pro GT Interactive Accurate Precision Fast,1005010009614352,11月,Stylus 2023,15.9,$15.90
Li-Ning Women YUEYING 5 PRO SUPER BOOM 운동화 쿠션 반사 경량 LiNing 리바운드 보호 운동화 ARHV014,1005009095509379,11月,"ARHV014-8, 38",57.05,$57.05
ANTA C202 6세대 프로페셔널 풀 팜 카본 플레이트 마라톤 레이싱 슈즈 남성용 스포츠화,1005009997169149,11月,"WHITE GREEN-4 MEN,39",100.0,$100.00
361도 Furious Future 2.0 운동화 마라톤 플레이트 레이싱 카본 경량 내구성 쿠션 안정적인 운동화 672512201,1005008948556903,11月,pink,109.73,$109.73
Xtep 160X 7.0 Pro Running Shoes 2025 Cushioning Shock Sneakers Professional Marathon PB Carbon Plate Sports Shoes 975319110041,1005009736601370,11月,Red Orange | 39,164.87,$164.87
Xtep 160X 7.0 Pro Running Shoes 2025 Cushioning Shock Sneakers Professional Marathon PB Carbon Plate Sports Shoes 975319110041,1005009736601370,11月,"Red Orange,43",164.87,$164.87
Xtep Women Running Shoes 2000km 3.0 2025 Spring Lightweight Cushioned Wear-Resistant Training Jogging Sneakers  875118110034,1005008304783235,11月,"Yellow Green, 38",42.44,$42.44
WORX WU139 브러시리스 스크루 드라이버 경량 무선 드릴 50N.m 1/4인치 ElectricDrill 12V 배터리 좁은 공간을 위한 미니 드릴,1005009965231033,11月,WU139.1 BAG,47.75,$47.75
MCHOSE MIX87 마그네틱 스위치 키보드 유선 게임용 키보드 8K + 256K Esport 0.08ms 낮은 대기 시간 E-스포츠 맞춤형 게이머 액세서리,1005009403572639,11月,White Apollo Switch,40.07,$40.07
Rapoo VT7s VT7 Air,1005009070126028,11月,VT7 MAX 8K Black P5,31.09,$31.09
Razer DeathAdder V3 Pro 鼠标,1005009279871055,11月,V3PRO-BLACK,84.4,$84.40
TANGZU WAN ER SG 1耳机,1005005056686851,11月,White,9.32,$9.32
AULA F87 Pro V2 3모드 무선 기계식 키보드 12000mAh 긴 배터리 수명 E-스포츠 키보드 핫스왑 RGB 커스텀 PC 게이밍,1005010000572105,11月,Blackberry-Begonia S,32.25,$32.25
Hagibis 3.5 인치 IPS 미니 화면 AIDA64 미니 PC CPU RAM HDD 데이터 모니터 디스플레이 하위 화면 (노트북 PC MacBook 용 USB C 허브 포함),1005006767492190,11月,White,31.66,$31.66
SMSL C200 PRO,1005010000133904,11月,C200 PRO EU,121.18,$121.18
CrinEar Daybreak 耳机,1005009559414064,11月,Daybreak,114.49,$114.49
Baseus 7-in-1 USB C HUB HDMI 4K@60Hz with Qi2 Wireless Charger for iPhone USB 3.2 PD 100W Fast Charging Type-C Docking Station,1005009576026807,11月,"7-in-1 with Qi2,CHINA",20.49,$20.49
XIAO 7.5寸 阅读器升级款,1005008781015769,11月,New E1001,52.0,$52.00
Divoom 时钟电脑桌面,1005007997274341,11月,"Sliver,CHINA",73.19,$73.19
레노버 리전 Y700 2025 CN 안드로이드 패드 4세대 TB322FC 게이밍 태블릿 12/256GB 16/512GB 스냅드래곤 8 엘리트 8.8인치 165Hz 7600mAh 태블릿,1005010120015183,11月,Black 12G 256G,274.59,$274.59
Baseus inspire XP1,1005010255399117,11月,White,75.77,$75.77
Vgn 드래곤플라이 F2 시리즈 프로 맥스/울트라+ 마우스 무선 트라이 모드 Paw3395/3950 8K e스포츠 게이머 커스텀 미니어처 무브먼트 마우스,1005010202217384,11月,F2 Pro Max White|F2 Pro Max Black|F2 Pro Max PInk|F2 Pro Max Green,30.06,$30.06
AMD 9600X,1005009691039110,11月,,142.74,$142.74
AMD 9800X3D,1005009698069841,11月,,337.91,$337.91
AMD Ryzen 7 7800X3D R7 7800X3D CPU 8-Core 16-Thread 5GHz Unlocked Desktop Processor Socket AM5 Gaming CPU Without Packag,1005009495052188,11月,,245.13,$245.13
Western Digital WD SN850X SSD 1TB 2TB NVMe Gen4 PCIe M.2 2280 PCIe 4.0X4 Drive Internal Solid State Disk for PS5 Desktop Laptop,1005008248138233,11月,2 테라바이트,133.84,$133.84
【Zuno Choice】IINE 포켓 레트로 게임 컨트롤러 1000Hz 매립형 스틱 홀 효과 조이스틱 휴대용 미니 게임패드 맞춤형,1005009771019868,11月,White (NS Layout)  50|Purple (NS Layout)  50,12.74,$12.74
"EasySMX S10 무선 게임패드 TMR 조이스틱 RGB 컨트롤러 (스위치 2/PC/휴대폰/TV/스팀, NFC, 자이로, HD 러블 지원)",1005009676347428,11月,White 50|Black  50,31.06,$31.06
"SHARGE 3-in-1 휴대용 보조배터리 10,000mAh USB C 충전기 (USB-C 케이블, AC 플러그 포함) 아이폰 16/15 갤럭시용 최대 30W 배터리 팩",1005009690034299,11月,3in1 Power Bank,32.0,$32.00
"8BitDo Pro 3 무선 게임 컨트롤러 (스위치 1/2, 윈도우, 애플 호환), TMR 조이스틱, 전환 가능한 트리거, 교체 가능한 버튼 탑재",1005009585898389,11月,Purple  50|Gray  30|G Classic  30,41.99,$41.99
IINE Gamebrick 미니 레트로 컨트롤러/휴대용 컨트롤러/10시간 배터리 수명/멀티 플랫폼 호환성/마우스 지원,1005009552767643,11月,Classic grey  30|Retro red  30,7.21,$7.21
2세대 타입 C 도킹 스테이션 3 in 1 (스위치2용) 4K 60Hz USB3.0 5Gbps PD-100W 전원 공급 게임 콘솔 스크린 캐스팅 게임,1005009501346414,11月,"B, CN  30|C, CN  30 |D, CN  30",6.07,$6.07
ANBERNIC RG 476H Retro Game Console 4.7-inch LTPS In-Cell display Android 13 Unisoc T820 Processor Video Games RG476H Streaming,1005007321827444,11月,"Black,No Card(0 Games) 50|Grey,No Card(0 Games)  50|Indigo,No Card(0 Games)  50",127.79,$127.79
TOOLTOP T7PRO Visible & Infrared Thermal Camera 256x192 Android  Thermal Imager Dual Lens Fusion Electrical Device HVAC Inspect,1005009455887373,11月,T7PRO,115.77,$115.77
Youpin Worx 4V 미니 전기 스크루 드라이버 세트 WX242 스마트 무선 전기 스크류 드라이버 USB 충전식 30 비트 세트 드릴 도구,1005006080110999,11月,WX242,18.87,$18.87
Xiaomi Mijia 전기 정밀 드라이버 마그네틱 키트 24 PCS 나사 헤드 전동 공구 세트 스마트 홈 PC 전화 수리,1005008765942389,11月,Electric Screwdriver,16.88,$16.88
Xiaomi Mijia 전기 스크루 드라이버 키트 MI 정밀 장비 수리 도구 다중 속도 조절 가능한 충전식 자기 박스 패드,1005005830868366,11月,,18.38,$18.38
"ORICO 4/5 Bay 10Gbps SATA HDD Docking Station SSD Enclosure 2.5""3.5""Hard Drive External Case USB 3.2 Type C HD House Daisy Chain",1005009195264004,11月,"5Bay KR Plug,CHINA",81.47,$81.47
Firebat AT15 노트북 Intel N150 N100 CPU 15.6 인치 16GB RAM SSD 512GB 1TB 경량 비즈니스 컴퓨터 노트북 BT4.2 WiFi5,1005008768611097,11月,"16GB 512GB, Intel N150",154.33,$154.33
ASUS WiFi7 TUF GAMING BE6500 게임 라우터 Ai 라우터 홈 WiFi 무작위 그룹 라우팅,1005008613721996,11月,RT-BE6500,79.03,$79.03
"Lenovo Xiaoxin Pad Pro GT 128GB 256GB Snapdragon 8 Gen 3 11.1"" 144Hz 3.2K Display 8860mAh 68W Charging Android Wifi7 Tablet PC",1005009876347872,11月,8G 128GB WIFI Grey,174.51,$174.51
"샤오미 미지아 김서림 방지 가습기 3, 600mL/h, 5L 물탱크, LED 디지털 디스플레이, 미홈 앱을 통한 지능형 제어",1005009827679368,11月,CJSJSQ06ZMZ,50.05,$50.05
레노버 리전 Y700 2025 CN 안드로이드 패드 4세대 TB322FC 게이밍 태블릿 12/256GB 16/512GB 스냅드래곤 8 엘리트 8.8인치 165Hz 7600mAh 태블릿,1005010120015183,11月,White 12G 256G|,274.59,$274.59
태블릿 스탠드 금속 홀더 마운트 암 4.7-12.9 인치 전화 iPad Xiaomi Huawei Samsung Kindle 스위치 조정 가능한 데스크 스탠드,1005009022333731,11月,white,15.4,$15.40
"ZEUSLAP 16"" 2.5K 144hz Portable Monitor 2560*1600 16:10 100%sRGB 500Cd/m²  Travel Gaming Display for Laptop Switch ps4 ps5 Xbox",1005006384112217,11月,单一SKU,77.4,$77.40
40Gbps M.2 NVMe USB 4.0 SSD 인클로저 Thunderbolt USB-C SSD 케이스 Macbook iPad iPhone 케이스 용 USB 3.2/3.1/3.0과 호환 가능,1005008555989592,11月,MC40-Silver,26.73,$26.73
New Lenovo Xiaoxin Pad Pro 12.7 2nd 2025 Tablet Dimensity 8300 2.9k Resolution 144Hz Refresh Rate WIFI 10200mAh WIFI Android,1005009472245180,11月,Std Edition 8G 128G,136.96,$136.96
레노버 요가 패드 프로 12.7 12GB 256GB 태블릿 스냅드래곤 8 Gen 3 12.7인치 144Hz LCD 화면 10200mAh 68W 충전 안드로이드 와이파이 탭,1005009604407877,11月,"pad, 8 128 Blue",208.0,$208.00
"에디파이어 MR3 2.0 모니터 스피커 시스템, 고해상도 오디오, 블루투스 V5.4 밸런스드 TRS RCA AUX 입력, 앱 EQ 룸 보상 설정",1005007877281342,11月,White,46.04,$46.04
Xiaomi Mijia 휴대용 자동차 진공 청소기 가정용 자동차 용품에 대 한 미니 핸드 헬드 무선 청소 기계 13000Pa 사이클론 흡입,1005007882649074,11月,Vacuum Cleane,20.99,$20.99
CROSSGUN Jet Turbo King Kong Jetfan Strong Fan Portable Handheld With LED Lighting Dust Elimination Computer hurricane storm X3,1005007781344048,11月,"Black, Type-C Charge",18.1,$18.10
Edifier M60 Compact Desktop 2.0 Speakers Hi-Res Audio Wireless LDAC Bluetooth 5.3 USB-C AUX Inputs Support EQ Setting 66W RMS,1005007612849331,11月,White EU-Plug,72.3,$72.30
FIREBAT AM02 미니 PC AMD Ryzen 5 6600H DDR5 16GB RAM 512GB SSD WIFI6 BT5.2 휴대용 데스크탑 미니 PC 컴퓨터,1005008346958995,11月,16GB RAM 512GB SSD,151.23,$151.23
"UWANT V500 무선 청소기, 도킹 스테이션 포함, 자동 먼지 비움 기능 탑재, 230,000Pa의 강력한 흡입력, 미세먼지를 감지하는 마이크로 그린 라이트, LED 디스플레이 탑재, 작고 가벼운 디자인, 최대 40분간 사용",1005008876708560,11月,WHITE,69.36,$69.36
"GMKtec K12 Gaming Mini PC AMD Ryzen 7 H 255(Upgraded 8745HS) Desktop Mini Computers Radeon 780M WiFi 6E/BT5.2, USB-C,  Barebone",1005009835919350,11月,"AMD Ryzen 7 H 255, No Ram No Storage,EU",208.11,$208.11
레노버 리전 Y700 2025 CN 안드로이드 패드 4세대 TB322FC 게이밍 태블릿 12/256GB 16/512GB 스냅드래곤 8 엘리트 8.8인치 165Hz 7600mAh 태블릿,1005010120015183,11月,Black 12G 256G,274.59,$274.59
New Lenovo Xiaoxin Pad Pro 12.7 2nd 2025 Tablet Dimensity 8300 2.9k Resolution 144Hz Refresh Rate WIFI 10200mAh WIFI Android,1005009472245180,11月,Std Edition 8G 128G,136.96,$136.96
Garmin Forerunner 265 Running Smartwatch 1.3'' 다채로운 AMOLED 디스플레이 GPS 13일 배터리 수명 수면 모니터링 피트니스 트래커,1005010226417498,11月,265 Music Black 46mm,308.6,$308.60
아디다스 남성 및 여성 신발 아디제로 아디오스 프로 4 마라톤 러닝화 내구성 쿠셔닝 러닝화,1005010016054387,11月,"White-Black,40|",140.72,$140.72
사운드코어 슬립 A30 세계 최초 스마트 ANC 수면 이어버드 컴포트 AI 브레인웨이브 오디오 9시간 재생 수면 이어폰,1005010123446864,11月,D1301G21,128.91,$128.91
"Anker Laptop Power Bank, 25,000mAh Portable Charger with Triple 100W USB-C Ports for Multi-Device Charging For iPhone17",1005008753579553,11月,grey | 20001mAh-25000mAh | CHINA,52.87,$52.87
기존 SHOKZ OpenRun Pro 2 S820 S821mini 블루투스 이어폰 IP55 방수 골전도 헤드폰 음악 스포츠 이어 버드,1005008561939766,11月,S820 Black,102.25,$102.25
Soundcore by Anker Liberty 4 Pro 소음 차단 무선 이어버드 이어폰 Bluetooth 무선 Bluetooth 이어폰 헤드폰,1005010049775792,11月,Glossy Black,54.78,$54.78
【KC 인증】유그린 Qi2.2 25W 보조배터리 고속 충전 10000mAh 타입 C 케이블 파워뱅크 아이폰 17 프로 맥스용 MagSafe 30W 지원,1005006287670753,11月,PD30W Qi2 25W,34.43,$34.43
JONR ED12 Pro 무선 진공 물걸레청소기 엣지투엣지브러시 열풍건조 셀프클리닝 오토무빙 한국어음성안내,1005009489043989,11月,CHINA | KR,107.86,$107.86
레노버 리전 Y700 2025 CN 안드로이드 패드 4세대 TB322FC 게이밍 태블릿 12/256GB 16/512GB 스냅드래곤 8 엘리트 8.8인치 165Hz 7600mAh 태블릿,1005010120015183,11月,Black 16G 512G,327.9,$327.90
Baseus 12-in-1 USB C 허브-HDMI 4K@60Hz 듀얼 디스플레이 USB 3.2 어댑터(RJ45 SD TF PD 100W 도킹 스테이션 포함) Window Mac 허브용,1005008936713566,11月,12-in-1 HDMI SD TF,39.78,$39.78
"ARZOPA 27인치 모니터, 180Hz 고속 IPS 2K 모니터, Type-C 포트, 삼성 DeX 모드 지원",1005007402228019,11月,27 QHD 180Hz M1RC,100.0,$100.00
"ZEUSLAP 16"" 2.5K 144hz Portable Monitor 2560*1600 16:10 100%sRGB 500Cd/m²  Travel Gaming Display for Laptop Switch ps4 ps5 Xbox",1005006384112217,11月,,77.4,$77.40
Ajazz AK820/AK820Pro Gaming Mechanical Keyboard Bluetooth 5.1/Wireless/C-Wired Customized Keyboard with Knob Hot Swapping Gasket,1005007135778855,11月,AK820 Grey,16.19,$16.19
"360 회전 받침대가 있는 노트북 스탠드, 컴퓨터 노트북 라이저, 책상 협업 작업용 금속 거치대, 모든 MacBook에 적합",1005007008611871,11月,Silver,15.39,$15.39
Logitech MX Master 3S Wireless Bluetooth Mouse Business Office Softtone Mouse Ergonomic Business Office Mouse,1005008489520149,11月,Black,56.83,$56.83
UGREEN MFi for Apple Watch PD30W Power Bank Magnetic 10000mAh Portable Wireless Fast Charging PowerBank Built-in Cable,1005009963931270,11月,"Black,10000mAh,CHINA",35.99,$35.99
레노버 샤오신 패드 2025 11인치 미디어텍 치수 6300 128GB 256GB 롬 2.5K 디스플레이 돌비 애트모스 7040MAH 배터리 안드로이드 태블릿 PC,1005009472767787,11月,6G128GGray,81.77,$81.77
"Lenovo Xiaoxin Pad Pro GT 128GB 256GB Snapdragon 8 Gen 3 11.1"" 144Hz 3.2K Display 8860mAh 68W Charging Android Wifi7 Tablet PC",1005009876347872,11月,8G 256GB WIFI Grey,199.96,$199.96
New Lenovo Xiaoxin Pad Pro 12.7 2nd 2025 Tablet Dimensity 8300 2.9k Resolution 144Hz Refresh Rate WIFI 10200mAh WIFI Android,1005009472245180,11月,Std Edition 8G 128G,136.96,$136.96
레노버 리전 Y700 2025 CN 안드로이드 패드 4세대 TB322FC 게이밍 태블릿 12/256GB 16/512GB 스냅드래곤 8 엘리트 8.8인치 165Hz 7600mAh 태블릿,1005010120015183,11月,White 12G 256G|,274.59,$274.59
CHUWI AuBox 미니 PC AMD Ryzen 7 8745HS 16GB DDR5 512GB SSD Windows 11 Pro 4K 디스플레이 AI-Link WiFi 6 BT 5.1 확장 M.2 1T*2 PC,1005010239839764,11月,16GB 512GB,239.12,$239.12
"UWANT V500 무선 청소기, 도킹 스테이션 포함, 자동 먼지 비움 기능 탑재, 230,000Pa의 강력한 흡입력, 미세먼지를 감지하는 마이크로 그린 라이트, LED 디스플레이 탑재, 작고 가벼운 디자인, 최대 40분간 사용",1005008876708560,11月,WHITE,69.36,$69.36
AULA F108 Pro 게이밍 기계식 키보드 트라이 모드 커스텀 멀티 노브 스크린 RGB e스포츠 무선 키보드 TFT 스마트 디스플레이 탑재,1005008489394609,11月,F108 Pro Blue|F108 Pro Red Mix|F108 Pro Gray|F108 Pro Gray Mix|F108 Pro Yellow Mix,32.6,$32.60
Logitech MX Master 3S Wireless Bluetooth Mouse Business Office Softtone Mouse Ergonomic Business Office Mouse,1005008489520149,11月,white|Black,56.83,$56.83
Joyroom Qi2 Magnetic Charging Station for Apple Fast Wireless Charger for iPhone 17 16 15 Pro Max for iWatch for AirPods JR-W23,1005009615468296,11月,Charger and Cable,21.66,$21.66
UGREEN 145W 20000mAh 보조베터리 맥세이프 Qi2 15W 자기 무선 보조베터리 스테이션 유그린 PD3.1 노트북 100W 고속충전 고속 충전용 외장 배터리 대용량 맥세이프 충전기,1005009327896904,11月,Qi2 25W Upgrade,24.74,$24.74
Edifier MR5 2.0 모니터 스피커 시스템 Bluetooth V6.0 LDAC 고해상도 무선 스피커 3방향 액티브 크로스오버 110W RMS,1005009103399159,11月,white|Black,100.49,$100.49
"에디파이어 MR3 2.0 모니터 스피커 시스템, 고해상도 오디오, 블루투스 V5.4 밸런스드 TRS RCA AUX 입력, 앱 EQ 룸 보상 설정",1005007877281342,11月,white|Black,46.04,$46.04
Edifier M60 Compact Desktop 2.0 Speakers Hi-Res Audio Wireless LDAC Bluetooth 5.3 USB-C AUX Inputs Support EQ Setting 66W RMS,1005007612849331,11月,Black EU-Plug|White EU-Plug|Classic oak EU-Plug,72.3,$72.30
"Lefant M3 로봇 진공 청소기 12000 Pa, 이중 회전식 걸레 200 RPM, DToF 내비게이션, 장애물 회피 PSD, 220분 런타임",1005009144808278,11月,M3-White,139.16,$139.16
Chatreey 8745SH 16G 512GB + Wifi6 USB4.0 + 스피커,1005010051777204,11月,16G+512GB,301.0,$301.00
"UWANT V500 무선 청소기, 도킹 스테이션 포함, 자동 먼지 비움 기능 탑재, 230,000Pa의 강력한 흡입력, 미세먼지를 감지하는 마이크로 그린 라이트, LED 디스플레이 탑재, 작고 가벼운 디자인, 최대 40분간 사용",1005008876708560,11月,WHITE,69.36,$69.36
"샤오미 미지아 김서림 방지 가습기 3, 600mL/h, 5L 물탱크, LED 디지털 디스플레이, 미홈 앱을 통한 지능형 제어",1005009827679368,11月,CJSJSQ06ZMZ,50.05,$50.05
PHILOGEO 스마트 창문 로봇청소기 6.3cm 초스림 AI 시스템 초고청정효율 / 2025년 최신형 / 한국어 어댑터 & 설명서,1005008870770551,11月,White | KR | Yes,43.82,$43.82
Sobergo 스마트 윈도우 로봇 청소기 3세대 6.2cm 울트라 슬림/5600PA 흡입/인터랙티브/한국어 어댑터 및 사용 설명서,1005010177409794,11月,WHITE | KR | Yes,32.64,$32.64
JONR ED12/ED11 무선 물걸레청소기 / 건식 습식 양용/베젤리스 브러시/무선 핸드 헬드 진공 청소기,1005005123854678,11月,Ed12. | CN | KR,76.6,$76.60
JONR ED12 Pro 무선 진공 물걸레청소기 엣지투엣지브러시 열풍건조 셀프클리닝 오토무빙 한국어음성안내,1005009489043989,11月,CHINA | KR,107.86,$107.86
JONR P1 로봇청소기 물걸레 미홈앱 음성제어 5000PA 2600mAh대용량 배터리,1005008255500278,11月,P1 | KR | CHINA,58.25,$58.25
2 개/대 USB 충전식 자동 후추 분쇄기 소금과 후추 밀 조정 가능한 거칠기 향신료 분쇄기 주방용 LED,1005009327785905,11月,KYMQ-64C,10.12,$10.12
주방 비누 기계 자동 센서 손 소독제 스마트 전기 바디 워시 비누 디스펜서 304 스테인레스 스틸,1005007723620432,11月,X12C,13.8,$13.80
Xiaomi mijia 전자 온도계 및 습도계 3 미니 Mijia 홈 침실 스마트 감지 미터 습도계 온도계,1005009931980053,11月,2 PC,11.79,$11.79
샤오미 미지아 기화식 가습기3(800) 6L물탱크 저소음 작동 800ml/H가습량 최대 18h지속 가습 CJSJSQ04ZMZLX,1005008295607392,11月,Humidifier AddFilter,87.11,$87.11
"XIAOMI MIJIA 공기청정기 5, 가정 알레르기용 침실의 애완동물 털, 최대 28-48개 커버 ㎡ ,CN 버전(어댑터 포함), 바이러스용, 먼지용",1005008503471146,11月,"Air Purifier 5,EU|",114.08,$114.08
JONR ED12 Pro 무선 진공 물걸레청소기 엣지투엣지브러시 열풍건조 셀프클리닝 오토무빙 한국어음성안내,1005009489043989,11月,CHINA | KR,107.86,$107.86
New Lenovo Xiaoxin Pad Pro 12.7 2nd 2025 Tablet Dimensity 8300 2.9k Resolution 144Hz Refresh Rate WIFI 10200mAh WIFI Android,1005009472245180,11月,Std Edition 8G 128G,136.96,$136.96
Edifier MR5 2.0 모니터 스피커 시스템 Bluetooth V6.0 LDAC 고해상도 무선 스피커 3방향 액티브 크로스오버 110W RMS,1005009103399159,11月,White,100.49,$100.49
앵커 사운드코어 리버티 5 무선 노이즈 캔슬링 이어버드 ANC 3.0 이어폰 48시간 무선 블루투스 이어폰,1005010113735768,11月,white,44.31,$44.31
UGREEN 100W GaN Charger With Smart Display For MacbookPro Laptop iPhone 17 16 Pro iPad Tablet Samsung QC4.0 PD 3.0 USB C Charger,1005008189367210,11月,KR GaN 100W,19.95,$19.95
FIREBAT AK2 PLUS MiniPC Intel N150 N100 듀얼 밴드 WiFi5 BT4.2 16GB 512GB 데스크탑 게임용 컴퓨터 미니 PC 게이머,1005005461185557,11月,"16GB RAM 512GB SSD,Intel N15",89.0,$89.00
"Lenovo Xiaoxin Pad Pro GT 128GB 256GB Snapdragon 8 Gen 3 11.1"" 144Hz 3.2K Display 8860mAh 68W Charging Android Wifi7 Tablet PC",1005009876347872,11月,8G 128GB WIFI Grey,174.51,$174.51
"5일 배송 서비스 리프리스 슈퍼 헤어 드라이어, 개인 헤어 케어 스타일링 음이온 도구, 일정한 음이온 전기 헤어 드라이어, 220V",1005010120349160,11月,3.0 M Grey 6 Parts | KR | CHINA,22.82,$22.82
MOUNTAINHIKER 싱글 더블 퍼스 자체 팽창 매트리스 두꺼운 10cm 컴팩트 접이식 캠핑 슬리핑 베드 패드 에어 매트 바닥,1005009124537416,11月,G Double KR,55.24,$55.24
"UWANT V500 무선 청소기, 도킹 스테이션 포함, 자동 먼지 비움 기능 탑재, 230,000Pa의 강력한 흡입력, 미세먼지를 감지하는 마이크로 그린 라이트, LED 디스플레이 탑재, 작고 가벼운 디자인, 최대 40분간 사용",1005008876708560,11月,WHITE,69.36,$69.36
Garmin Forerunner 255 스포츠 스마트워치 46mm 1.3인치 컬러 스크린 14일 배터리 수명 4GB RAM NFC Bluetooth Wifi 5ATM 방수,1005010226341451,11月,Slate Gray (GPS),172.63,$172.63
"CarlinKit UHD TV 박스, 8 + 128G 무선 카플레이, 안드로이드 자동 AI 박스, SDM660, 8 코어 HD 출력 비디오 어댑터, 유튜브, 넷플릭스, IPTV용",1005007149950846,11月,"8GB 128GB, SDM 660 EAU",95.08,$95.08
스폰지 밥 빌딩 블록 만화 Krusty Krab 크리 에이 티브 레스토랑 장면 모델 패트릭 스타 조립 장난감 어린이 생일 선물,1005006875419152,11月,"AB0027, with box",37.44,$37.44
Mixi 새로운 디자인 와이드 핸들 가방 남자 기내 수하물 여성 여행 트롤리 케이스 20 인치 캐빈 PC 알루미늄 프레임 M9275,1005005569414288,11月,Smoke White  24 inch,56.64,$56.64
"매직큐빅 자동초점 안드로이드 14 4K 프로젝터 900ANSI 8K 네이티브 1080P HY350 Max (Wifi6, BT5.4, Allwinner H726 탑재) 휴대용 야외 프로젝터",1005009819725093,11月,HY350MAX | EU Plug,49.47,$49.47
CROSSGUN Jet Turbo King Kong Jetfan Strong Fan Portable Handheld With LED Lighting Dust Elimination Computer hurricane storm X3,1005007781344048,11月,"Black, Type-C Charge",18.1,$18.10
Foreverlily 26W 브러시리스 모터 고출력 목 어깨 마사지기 무선 목어깨 마사지기 목어깨마사지기 충전식 목어깨 안마기 목 어깨 마사지베개 목 마사지 목안마기 목마사지기 어깨 안마 어깨 마사지 어깨안마기 어깨마사지기 등 마사지 등마사지기 등안마기 허리안마 허리마사지 종아리 안마 종아리마사지 승모근 마사지,1005007512788964,11月,26W-White,12.81,$12.81
Sobergo 스마트 윈도우 로봇 청소기 3세대 6.2cm 울트라 슬림/5600PA 흡입/인터랙티브/한국어 어댑터 및 사용 설명서,1005010177409794,11月,WHITE | KR | Yes,32.64,$32.64
MOUNTAINHIKER 야외 보관 상자 캠핑 피크닉 여행 알루미늄 합금 대용량 상자 실버 보관 가방 30-80L,1005007061640036,11月,New Medium 48L,36.1,$36.10
"HOMATICS 동글 G 4K TV 스틱, 넷플릭스 4K 구글 인증, 2G32G 암로직 S905Y4 지지대 돌비 애트모스 AV1 H.265 2T2R 와이파이 박스",1005006578303202,11月,2GB 32GB | EU Plug,41.78,$41.78
Tryhomy Outdoor Camping IGT Table IGT 6 Unit Table Portable Aluminum Alloy Ultralight Fold Camping Desk BBQ Picnic IGT Table New,1005008797936729,11月,6 unit table,47.8,$47.80
벨렉 프로젝터 TP350 650 ANSI 4K HD 1080P 자동 초점 안드로이드 13 Wifi6 BT5.2 휴대용 야외 비디오 스마트 홈 시어터 프로젝터,1005009171102893,11月,"TP350,EU Plug,CHINA",60.0,$60.00
Xiaomi Mijia 도구 상자 가정용 휴대용 다기능 보관 상자 펜치 렌치 스크루 드라이버 테이프 측정 조합 도구 세트,1005008078401968,11月,33 Set,32.96,$32.96
넓은 핸들바 롤링 러기지 고품질 내구성 PC 소재 여행용 밸런스 트롤리 여행 가방 (360도 회전) °   스피너 휠 TSA 잠금장치,1005009633453333,11月,yellow,43.33,$43.33
"SHARGE 3-in-1 휴대용 보조배터리 10,000mAh USB C 충전기 (USB-C 케이블, AC 플러그 포함) 아이폰 16/15 갤럭시용 최대 30W 배터리 팩",1005009690034299,11月,3in1 Power Bank,32.0,$32.00
Baseus GaN 충전기 범용 여행용 어댑터 내장 70W 접이식 케이블 2AC 2 USB-A Type-C 고속 충전 EU/UK/USA/AUS,1005009205983512,11月,Black,23.49,$23.49
"옥스포드 천 배낭 패션 캐주얼 노트북 배낭, 학생 배낭 여행 배낭",1005007973233426,11月,Black,7.17,$7.17
매큐빅 네이티브 1080P 650ANSI 4K 안드로이드 11 L018 360 °   자동 키스톤 포커스 에어 마우스 Wifi6 BT5.2 휴대용 야외 프로젝터,1005008051071804,11月,White,50.14,$50.14
"샤오미 미지아 스마트 전기 주전자, LED 디스플레이, 24H 지능형 온도 일정 사모바르, 주방 가전, 2 프로, 신제품",1005007024738262,11月,add EU adapter,20.29,$20.29
【KC 인증】유그린 Qi2.2 25W 보조배터리 고속 충전 10000mAh 타입 C 케이블 파워뱅크 아이폰 17 프로 맥스용 MagSafe 30W 지원,1005006287670753,11月,PD30W Qi2 25W,34.43,$34.43
AULA F87 Pro V2 3모드 무선 기계식 키보드 12000mAh 긴 배터리 수명 E-스포츠 키보드 핫스왑 RGB 커스텀 PC 게이밍,1005010000572105,11月,Black Mist Latte swi,36.0,$36.00
앵그리 미아오 인피니티 게이밍 무선 마우스 메탈 울트라라이트 홀로우 핫스와퍼블 마그네틱 배터리 PAW3950 듀얼 8K 유선 트라이 모드,1005009861762377,11月,Basalt Black,92.99,$92.99
완링 DRG Wl마우스 비스트 X MAX 프로 게이밍 마우스 PAW3950HS 8K 저지연 마그네슘 합금 경량 커스텀 무선 마우스 PC 선물,1005010003134683,11月,White Side Non-open,107.0,$107.00
